audio_path,audio_relpath,condition_id,emo_key,emotion_a,emotion_b,expected_dominance,expected_relation,intensity_value,item_id,mix_ratio,pair_id,pair_label,part,question,role,selection_note,source_emotion,source_path,system,target_emotion,text_id,used_for_part1a
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part2_inconsistent/11_fear_to_happy_t06.wav,cosyvoice_base/part2_inconsistent/11_fear_to_happy_t06.wav,inc_11,fear_to_happy,,,,,,cosyvoice_base_part2_inconsistent_011,,,,part2_inconsistent,,,selected from user-approved inconsistent conversion list,fear,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/inconsistent/fear_to_happy/t06.wav,CosyVoice-Base,happy,t06,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part2_inconsistent/12_fear_to_surprise_t06.wav,cosyvoice_base/part2_inconsistent/12_fear_to_surprise_t06.wav,inc_12,fear_to_surprise,,,,,,cosyvoice_base_part2_inconsistent_012,,,,part2_inconsistent,,,selected from user-approved inconsistent conversion list,fear,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/inconsistent/fear_to_surprise/t06.wav,CosyVoice-Base,surprise,t06,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/01_happy_sad_n00_ratio0.25.wav,cosyvoice_base/part3_mixed/01_happy_sad_n00_ratio0.25.wav,mix_01,happy+sad,happy,sad,sad,,,cosyvoice_base_part3_mixed_001,0.25,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/happy+sad/n00/ratio_0.25.wav,CosyVoice-Base,,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/02_happy_sad_n01_ratio0.75.wav,cosyvoice_base/part3_mixed/02_happy_sad_n01_ratio0.75.wav,mix_02,happy+sad,happy,sad,happy,,,cosyvoice_base_part3_mixed_002,0.75,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/happy+sad/n01/ratio_0.75.wav,CosyVoice-Base,,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/03_happy_angry_n00_ratio0.25.wav,cosyvoice_base/part3_mixed/03_happy_angry_n00_ratio0.25.wav,mix_03,happy+angry,happy,angry,angry,,,cosyvoice_base_part3_mixed_003,0.25,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/happy+angry/n00/ratio_0.25.wav,CosyVoice-Base,,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/04_happy_angry_n01_ratio0.75.wav,cosyvoice_base/part3_mixed/04_happy_angry_n01_ratio0.75.wav,mix_04,happy+angry,happy,angry,happy,,,cosyvoice_base_part3_mixed_004,0.75,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/happy+angry/n01/ratio_0.75.wav,CosyVoice-Base,,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/05_happy_surprise_n00_ratio0.25.wav,cosyvoice_base/part3_mixed/05_happy_surprise_n00_ratio0.25.wav,mix_05,happy+surprise,happy,surprise,surprise,,,cosyvoice_base_part3_mixed_005,0.25,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/happy+surprise/n00/ratio_0.25.wav,CosyVoice-Base,,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/06_happy_surprise_n01_ratio0.75.wav,cosyvoice_base/part3_mixed/06_happy_surprise_n01_ratio0.75.wav,mix_06,happy+surprise,happy,surprise,happy,,,cosyvoice_base_part3_mixed_006,0.75,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/happy+surprise/n01/ratio_0.75.wav,CosyVoice-Base,,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/07_sad_angry_n00_ratio0.25.wav,cosyvoice_base/part3_mixed/07_sad_angry_n00_ratio0.25.wav,mix_07,sad+angry,sad,angry,angry,,,cosyvoice_base_part3_mixed_007,0.25,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/sad+angry/n00/ratio_0.25.wav,CosyVoice-Base,,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/08_sad_angry_n01_ratio0.75.wav,cosyvoice_base/part3_mixed/08_sad_angry_n01_ratio0.75.wav,mix_08,sad+angry,sad,angry,sad,,,cosyvoice_base_part3_mixed_008,0.75,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/sad+angry/n01/ratio_0.75.wav,CosyVoice-Base,,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/09_surprise_fear_n00_ratio0.50.wav,cosyvoice_base/part3_mixed/09_surprise_fear_n00_ratio0.50.wav,mix_09,surprise+fear,surprise,fear,equal,,,cosyvoice_base_part3_mixed_009,0.50,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/surprise+fear/n00/ratio_0.50.wav,CosyVoice-Base,,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part3_mixed/10_surprise_fear_n01_ratio0.50.wav,cosyvoice_base/part3_mixed/10_surprise_fear_n01_ratio0.50.wav,mix_10,surprise+fear,surprise,fear,equal,,,cosyvoice_base_part3_mixed_010,0.50,,,part3_mixed,,,"mixed ratios diversified for dominance judgment: 0.25=B dominant, 0.50=equal, 0.75=A dominant",,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/mixed/surprise+fear/n01/ratio_0.50.wav,CosyVoice-Base,,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/01_happy_n00_L2_moderate.wav,cosyvoice_base/part1_intensity/01_happy_n00_L2_moderate.wav,int_01,,,,,,L2_moderate,cosyvoice_base_part1_intensity_001,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n00/L2_moderate.wav,CosyVoice-Base,happy,n00,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/02_happy_n01_L2_moderate.wav,cosyvoice_base/part1_intensity/02_happy_n01_L2_moderate.wav,int_02,,,,,,L2_moderate,cosyvoice_base_part1_intensity_002,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n01/L2_moderate.wav,CosyVoice-Base,happy,n01,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/03_happy_n02_L2_moderate.wav,cosyvoice_base/part1_intensity/03_happy_n02_L2_moderate.wav,int_03,,,,,,L2_moderate,cosyvoice_base_part1_intensity_003,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n02/L2_moderate.wav,CosyVoice-Base,happy,n02,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/04_sad_n00_L2_moderate.wav,cosyvoice_base/part1_intensity/04_sad_n00_L2_moderate.wav,int_04,,,,,,L2_moderate,cosyvoice_base_part1_intensity_004,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n00/L2_moderate.wav,CosyVoice-Base,sad,n00,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/05_sad_n01_L2_moderate.wav,cosyvoice_base/part1_intensity/05_sad_n01_L2_moderate.wav,int_05,,,,,,L2_moderate,cosyvoice_base_part1_intensity_005,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n01/L2_moderate.wav,CosyVoice-Base,sad,n01,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/06_sad_n02_L2_moderate.wav,cosyvoice_base/part1_intensity/06_sad_n02_L2_moderate.wav,int_06,,,,,,L2_moderate,cosyvoice_base_part1_intensity_006,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n02/L2_moderate.wav,CosyVoice-Base,sad,n02,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/07_angry_n00_L2_moderate.wav,cosyvoice_base/part1_intensity/07_angry_n00_L2_moderate.wav,int_07,,,,,,L2_moderate,cosyvoice_base_part1_intensity_007,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/angry/n00/L2_moderate.wav,CosyVoice-Base,angry,n00,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/08_angry_n01_L2_moderate.wav,cosyvoice_base/part1_intensity/08_angry_n01_L2_moderate.wav,int_08,,,,,,L2_moderate,cosyvoice_base_part1_intensity_008,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/angry/n01/L2_moderate.wav,CosyVoice-Base,angry,n01,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/09_surprise_n00_L2_moderate.wav,cosyvoice_base/part1_intensity/09_surprise_n00_L2_moderate.wav,int_09,,,,,,L2_moderate,cosyvoice_base_part1_intensity_009,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/surprise/n00/L2_moderate.wav,CosyVoice-Base,surprise,n00,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1_intensity/10_surprise_n01_L2_moderate.wav,cosyvoice_base/part1_intensity/10_surprise_n01_L2_moderate.wav,int_10,,,,,,L2_moderate,cosyvoice_base_part1_intensity_010,,,,part1_intensity,,,expanded to 10 intensity samples; fear excluded,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/surprise/n01/L2_moderate.wav,CosyVoice-Base,surprise,n01,true
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/01_happy_n00_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/01_happy_n00_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_001,,cosyvoice_base_part1b_pair_01_happy_n00,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n00/L2_moderate.wav,CosyVoice-Base,happy,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/01_happy_n00_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/01_happy_n00_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_002,,cosyvoice_base_part1b_pair_01_happy_n00,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n00/L1_slight.wav,CosyVoice-Base,happy,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/02_happy_n01_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/02_happy_n01_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_003,,cosyvoice_base_part1b_pair_02_happy_n01,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n01/L2_moderate.wav,CosyVoice-Base,happy,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/02_happy_n01_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/02_happy_n01_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_004,,cosyvoice_base_part1b_pair_02_happy_n01,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n01/L1_slight.wav,CosyVoice-Base,happy,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/03_happy_n02_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/03_happy_n02_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_005,,cosyvoice_base_part1b_pair_03_happy_n02,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n02/L2_moderate.wav,CosyVoice-Base,happy,n02,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/03_happy_n02_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/03_happy_n02_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_006,,cosyvoice_base_part1b_pair_03_happy_n02,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/happy/n02/L1_slight.wav,CosyVoice-Base,happy,n02,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/04_sad_n00_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/04_sad_n00_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_007,,cosyvoice_base_part1b_pair_04_sad_n00,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n00/L2_moderate.wav,CosyVoice-Base,sad,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/04_sad_n00_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/04_sad_n00_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_008,,cosyvoice_base_part1b_pair_04_sad_n00,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n00/L1_slight.wav,CosyVoice-Base,sad,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/05_sad_n01_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/05_sad_n01_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_009,,cosyvoice_base_part1b_pair_05_sad_n01,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n01/L2_moderate.wav,CosyVoice-Base,sad,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/05_sad_n01_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/05_sad_n01_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_010,,cosyvoice_base_part1b_pair_05_sad_n01,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n01/L1_slight.wav,CosyVoice-Base,sad,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/06_sad_n02_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/06_sad_n02_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_011,,cosyvoice_base_part1b_pair_06_sad_n02,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n02/L2_moderate.wav,CosyVoice-Base,sad,n02,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/06_sad_n02_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/06_sad_n02_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_012,,cosyvoice_base_part1b_pair_06_sad_n02,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/sad/n02/L1_slight.wav,CosyVoice-Base,sad,n02,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/07_angry_n00_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/07_angry_n00_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_013,,cosyvoice_base_part1b_pair_07_angry_n00,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/angry/n00/L2_moderate.wav,CosyVoice-Base,angry,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/07_angry_n00_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/07_angry_n00_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_014,,cosyvoice_base_part1b_pair_07_angry_n00,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/angry/n00/L1_slight.wav,CosyVoice-Base,angry,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/08_angry_n01_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/08_angry_n01_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_015,,cosyvoice_base_part1b_pair_08_angry_n01,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/angry/n01/L2_moderate.wav,CosyVoice-Base,angry,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/08_angry_n01_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/08_angry_n01_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_016,,cosyvoice_base_part1b_pair_08_angry_n01,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/angry/n01/L1_slight.wav,CosyVoice-Base,angry,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/09_surprise_n00_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/09_surprise_n00_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_017,,cosyvoice_base_part1b_pair_09_surprise_n00,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/surprise/n00/L2_moderate.wav,CosyVoice-Base,surprise,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/09_surprise_n00_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/09_surprise_n00_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_018,,cosyvoice_base_part1b_pair_09_surprise_n00,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/surprise/n00/L1_slight.wav,CosyVoice-Base,surprise,n00,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/10_surprise_n01_A_L2_moderate.wav,cosyvoice_base/part1b_intensity_pair/10_surprise_n01_A_L2_moderate.wav,,,,,,A > B,L2_moderate,cosyvoice_base_part1b_intensity_pair_019,,cosyvoice_base_part1b_pair_10_surprise_n01,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/surprise/n01/L2_moderate.wav,CosyVoice-Base,surprise,n01,
/data/junchuan/EmoSimplex/mos-survey/audios/cosyvoice_base/part1b_intensity_pair/10_surprise_n01_B_L1_slight.wav,cosyvoice_base/part1b_intensity_pair/10_surprise_n01_B_L1_slight.wav,,,,,,A > B,L1_slight,cosyvoice_base_part1b_intensity_pair_020,,cosyvoice_base_part1b_pair_10_surprise_n01,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,expanded to 10 intensity pairs,,/data/junchuan/EmoSimplex/demo/CosyVoice-Base/baseline/zh/intensity/surprise/n01/L1_slight.wav,CosyVoice-Base,surprise,n01,
